feature,target_corr,suspicious
book_imbalance,-0.008528466187322012,False
cat_book_imbalance_mean,-0.008510432949628846,False
micro_mean_8,0.008498362355737327,False
cat_mid_price_resid,-0.00828626345873938,False
mid_mean_8,0.008261108117974245,False
shadow_pressure_OXYGEN_SHAKE_CHOCOLATE,-0.008220232361737467,False
shadow_pressure_MICROCHIP_OVAL,0.008164030364206399,False
cat_reversion_score,0.008092591051229852,False
tod_cos_777,-0.008062587239236512,False
tod_bucket_503,0.00797780818558728,False
cat_value_dislocation,0.007875102110415809,False
micro_lag_1,0.007699810411695014,False
mid_std_13,0.007638651622865957,False
imb_std_144,-0.00751701137332109,False
imb_std_377,-0.007512377756099225,False
imb_std_233,-0.007512377756099225,False
tod_cos_1000,0.00737706773229592,False
cs_micro_minus_mid_demean,0.00733467918722542,False
micro_mean_3,0.007283555172489521,False
trade_count_5,0.007277024099091206,False
imb_std_89,-0.007255790057844446,False
name_has_circle,0.007101745067850972,False
imb_mean_89,-0.007026333342794073,False
mid_mean_5,0.006923566095201152,False
imb_mean_55,-0.006798594157136069,False
cs_mid_price_demean,-0.0067681251538302956,False
ret_sketch_89,0.006711108748820905,False
tod_cos_97,-0.0066943903849735475,False
product_id,-0.00653359875218928,False
imb_ema_cross_3_21,0.006527876950403038,False
tod_sin_2500,0.00644752444368536,False
tod_sin_777,0.006194453885286752,False
shadow_pressure_MICROCHIP_CIRCLE,0.006047970817337519,False
shadow_pressure_PEBBLES_XL,-0.005984488244502838,False
mid_lag_1,0.005941476649422964,False
micro_mean_34,-0.005911264435436865,False
ask_volume_3,0.005885315913395237,False
mid_mean_3,0.0058808763023692895,False
product_time_hash,-0.005853456394129323,False
imb_lag_34,0.005824997755365884,False
mid_lag_34,-0.005784031197317135,False
shadow_pressure_GALAXY_SOUNDS_BLACK_HOLES,-0.005700211625734999,False
shadow_pressure_UV_VISOR_AMBER,-0.005648102443788821,False
void_x_pressure,-0.0055098064093112315,False
micro_lag_13,-0.005508204752418855,False
trade_signed_flow_89,0.005499235288156365,False
mid_lag_55,-0.005403464557183327,False
shadow_pressure_OXYGEN_SHAKE_MINT,-0.005379759965735177,False
shadow_pressure_TRANSLATOR_ECLIPSE_CHARCOAL,0.005161128147556009,False
mid_lag_21,0.005085835228028054,False
cat_queue_pressure_resid,-0.005083740681867238,False
cat_book_imbalance_resid,-0.005083740681867235,False
micro_mean_13,0.005083188786128648,False
imb_std_55,-0.004954487991170337,False
shadow_pressure_TRANSLATOR_GRAPHITE_MIST,0.004913431318968762,False
imb_lag_89,0.0048632588414349535,False
shadow_pressure_UV_VISOR_MAGENTA,0.0048596648728544255,False
tod_cos_2500,0.0047927412065716605,False
tod_sin_1000,0.004742965450744976,False
cat_spread_resid,-0.0044923872664010284,False
micro_mean_21,0.004409007672192283,False
ask_notional_3,0.0044082013268249755,False
tod_sin_97,-0.004315304511559236,False
shadow_pressure_OXYGEN_SHAKE_EVENING_BREATH,0.004281188867523434,False
trade_signed_qty,0.004242219342467674,False
ask_price_2,0.004108666479291886,False
cat_mid_price_rank,-0.004076436083542839,False
cs_queue_pressure_demean,-0.004055499170372381,False
shadow_pressure_PANEL_1X4,0.004019685450163057,False
ret_sketch_55,-0.003902794245100335,False
ordinal_x_pressure,-0.0038894750206890116,False
trade_vwap_minus_mid,0.0038650024302055454,False
cat_curve_pressure_resid,-0.003702629180368353,False
shadow_pressure_ROBOT_DISHES,0.0035738079545852533,False
shadow_pressure_PANEL_2X2,-0.00352747572151688,False
shadow_pressure_GALAXY_SOUNDS_SOLAR_FLAMES,0.0034421945216016538,False
micro_lag_8,-0.0033726097373383635,False
tod_bucket_97,0.003363760463827442,False
shadow_pressure_TRANSLATOR_VOID_BLUE,0.0032320166724420117,False
micro_lag_2,0.003130701688820892,False
micro_mean_55,0.0030233199505343175,False
ret_lag_55,0.00301734022565062,False
trade_signed_flow_377,0.0028631146827767144,False
shadow_pressure_SLEEP_POD_COTTON,-0.002779222108594132,False
level_imbalance_1,0.0026755836093975294,False
shadow_pressure_SLEEP_POD_NYLON,0.0026098386659124603,False
shadow_pressure_PEBBLES_XS,-0.0026014107424370213,False
tod_bucket_2500,-0.0025786467110200965,False
shadow_pressure_SNACKPACK_STRAWBERRY,-0.0024984439416711603,False
cs_mid_price_rank,-0.0024981473922600626,False
name_has_dark,0.002493796977816534,False
bid_price_1,-0.0024929429355438717,False
mid_price,-0.0024696865011412505,False
microprice,-0.0024690450233505277,False
shadow_pressure_GALAXY_SOUNDS_DARK_MATTER,0.002464648769214305,False
weighted_book_mid,-0.0024640507894587286,False
ask_price_1,-0.0024464509664861417,False
shadow_pressure_SLEEP_POD_SUEDE,0.002441621788027101,False
edge_proxy,0.002390186769177679,False
trade_vwap,-0.002375300327554922,False
tod_bucket_777,-0.0022589869977144694,False
imb_lag_8,0.0022225694252885546,False
shadow_pressure_SNACKPACK_CHOCOLATE,0.002213342443276449,False
shadow_pressure_ROBOT_IRONING,-0.0021774023882060356,False
imb_mean_144,-0.0021102060955545325,False
imb_mean_377,-0.0021062505017889087,False
imb_mean_233,-0.0021062505017889087,False
imb_lag_5,-0.0020226921718128634,False
tod_cos_10000,0.0019933126743044757,False
cs_micro_minus_mid_mean,-0.001972762054020629,False
shadow_pressure_MICROCHIP_SQUARE,0.0019300985182416255,False
cat_micro_minus_mid_mean,0.0018838033134563976,False
tod_bucket_1000,-0.0018612143970968243,False
micro_mean_233,-0.0018322870786841156,False
micro_mean_377,-0.0018322870786841156,False
tod_bucket_10000,-0.0018280996654367566,False
micro_mean_144,-0.0018264371479891385,False
cat_micro_minus_mid_resid,-0.0017685226714977216,False
cs_queue_pressure_rank,-0.0017539006680075844,False
cs_book_imbalance_rank,-0.0017539006680075844,False
micro_minus_mid,0.0016587804749682183,False
micro_lag_89,-0.001563920918584791,False
ret_sketch_144,-0.0015534678955853914,False
shadow_pressure_MICROCHIP_RECTANGLE,-0.0015269811201124263,False
shadow_pressure_ROBOT_MOPPING,-0.0015181461342157418,False
ema_cross_21_144,0.001513739405414504,False
imb_std_13,-0.0015027276569706234,False
ask_price_3,0.0014634623405351686,False
shadow_pressure_SNACKPACK_RASPBERRY,0.0014044519085096312,False
micro_lag_34,0.0013971555616986585,False
micro_mean_89,-0.0013906901714454368,False
shadow_pressure_SLEEP_POD_POLYESTER,0.0013618642304928123,False
micro_lag_5,-0.0013563314981552264,False
cs_mid_price_mean,0.0013458823153837116,False
imb_lag_55,-0.0012889302576723216,False
ret_sketch_3,0.0012777065025008643,False
shadow_pressure_PEBBLES_S,0.0012615242361724759,False
cs_book_imbalance_demean,-0.0012345455147298298,False
depth_slope_ask,-0.0012205278377841122,False
imb_lag_21,0.0012132499594098305,False
shadow_pressure_PANEL_1X2,-0.0011147601924666733,False
cat_mid_price_mean,-0.0010811430031749867,False
shadow_pressure_TRANSLATOR_ASTRO_BLACK,0.001021057236975116,False
imb_lag_13,-0.00101976029667514,False
imb_std_34,0.0010143688191311339,False
shadow_pressure_SLEEP_POD_LAMB_WOOL,-0.0009763701401475994,False
trade_count,-0.0009183308122960926,False
tod_sin_10000,0.0008127862421243891,False
micro_lag_21,0.000805964409498885,False
shadow_pressure_OXYGEN_SHAKE_GARLIC,-0.0007949945118120601,False
cat_spread_rank,0.0006329043195353035,False
trade_qty,-0.0005966598531724586,False
shadow_pressure_GALAXY_SOUNDS_SOLAR_WINDS,0.0005007760723593594,False
micro_lag_55,-0.00040566209091670385,False
name_has_raspberry,0.0002942902014132646,False
shadow_pressure_UV_VISOR_YELLOW,-1.3728660116014183e-05,False
