experiment_type,lane,symbol,timestamp,window_left,window_right,dominant_archetype,priority,score_primary,score_secondary,days_present,event_count,drift_score_mean_z,drift_score_max_z,notes,job_id
regime_rule_search,p3_seeded,INTARIAN_PEPPER_ROOT,-1,-1,-1,1,high,0.7499838885849696,0.9999641968554878,3,6,0.3700421676904084,0.9538311326327537,time_bucket=early; side_regime=mixed; confidence_bucket=high; timestamps=1,78
regime_rule_search,p3_seeded,INTARIAN_PEPPER_ROOT,-1,-1,-1,1,high,0.7032194170116859,0.8779272068858718,3,3,0.3700421676904084,0.9538311326327537,time_bucket=early; side_regime=buy; confidence_bucket=high; timestamps=46,79
regime_rule_search,p3_seeded,INTARIAN_PEPPER_ROOT,-1,-1,-1,1,high,0.6683099305622686,0.9240220679161524,3,3,0.3700421676904084,0.9538311326327537,time_bucket=early; side_regime=buy; confidence_bucket=medium; timestamps=6,80
regime_rule_search,p3_seeded,INTARIAN_PEPPER_ROOT,-1,-1,-1,1,high,0.6569290758764751,0.8296098326970767,2,2,0.3700421676904084,0.9538311326327537,time_bucket=early; side_regime=sell; confidence_bucket=high; timestamps=43,81
regime_rule_search,p3_seeded,INTARIAN_PEPPER_ROOT,-1,-1,-1,1,high,0.6369194775097223,0.8764877277993829,3,3,0.3700421676904084,0.9538311326327537,time_bucket=early; side_regime=sell; confidence_bucket=low; timestamps=2,82
regime_rule_search,p3_seeded,INTARIAN_PEPPER_ROOT,-1,-1,-1,1,high,0.6367369944430116,0.6640360052528972,2,2,0.3700421676904084,0.9538311326327537,time_bucket=late; side_regime=sell; confidence_bucket=high; timestamps=101,83
regime_rule_search,p3_seeded,ASH_COATED_OSMIUM,-1,-1,-1,1,high,0.6351662457881699,0.7448138795292665,3,5,0.3132709113073568,0.9370858193261928,time_bucket=mid; side_regime=mixed; confidence_bucket=high; timestamps=1,64
regime_rule_search,p3_seeded,ASH_COATED_OSMIUM,-1,-1,-1,1,high,0.6004125770185783,0.7259867353027535,2,2,0.3132709113073568,0.9370858193261928,time_bucket=early; side_regime=sell; confidence_bucket=high; timestamps=87,65
regime_rule_search,p3_seeded,INTARIAN_PEPPER_ROOT,-1,-1,-1,1,high,0.5988878101612282,0.6439823677341712,2,2,0.3700421676904084,0.9538311326327537,time_bucket=late; side_regime=buy; confidence_bucket=high; timestamps=94,84
regime_rule_search,p3_seeded,ASH_COATED_OSMIUM,-1,-1,-1,1,high,0.5969077138171675,0.7225087962610703,2,2,0.3132709113073568,0.9370858193261928,time_bucket=early; side_regime=buy; confidence_bucket=high; timestamps=86,66
regime_rule_search,p3_seeded,ASH_COATED_OSMIUM,-1,-1,-1,1,high,0.5960587497368842,0.8224895806632129,3,3,0.3132709113073568,0.9370858193261928,time_bucket=early; side_regime=sell; confidence_bucket=medium; timestamps=18,67
regime_rule_search,p3_seeded,ASH_COATED_OSMIUM,-1,-1,-1,1,high,0.5761875668119086,0.8074438421646017,2,2,0.3132709113073568,0.9370858193261928,time_bucket=early; side_regime=buy; confidence_bucket=medium; timestamps=16,68
regime_rule_search,p3_seeded,ASH_COATED_OSMIUM,-1,-1,-1,1,high,0.5739955131057354,0.6681326161553323,2,2,0.3132709113073568,0.9370858193261928,time_bucket=mid; side_regime=sell; confidence_bucket=high; timestamps=108,69
regime_rule_search,p3_seeded,ASH_COATED_OSMIUM,-1,-1,-1,1,high,0.5723522367309473,0.6845380825726441,2,2,0.3132709113073568,0.9370858193261928,time_bucket=mid; side_regime=buy; confidence_bucket=high; timestamps=95,70
regime_rule_search,p3_seeded,ASH_COATED_OSMIUM,-1,-1,-1,1,high,0.5457408909858253,0.5498194296329303,1,1,0.3132709113073568,0.9370858193261928,time_bucket=late; side_regime=buy; confidence_bucket=high; timestamps=149,71
timestamp_window_search,no_prior,INTARIAN_PEPPER_ROOT,35700,34900,36500,1,medium,0.9999641968554878,0.9998010936415992,3,6,0.3700421676904084,0.9538311326327537,time_bucket=early; side_regime=mixed; confidence_bucket=high,52
timestamp_window_search,no_prior,ASH_COATED_OSMIUM,15100,14300,15900,1,medium,0.9921499531475424,0.9563886285974584,3,6,0.3132709113073568,0.9370858193261928,time_bucket=early; side_regime=buy; confidence_bucket=high,20
timestamp_window_search,drift_search,ASH_COATED_OSMIUM,15100,14300,15900,1,medium,0.9921499531475424,0.9563886285974584,3,6,0.3132709113073568,0.9370858193261928,time_bucket=early; side_regime=buy; confidence_bucket=high,28
timestamp_window_search,no_prior,INTARIAN_PEPPER_ROOT,775500,774700,776300,1,medium,0.9519999763027914,0.999999868348841,3,3,0.3700421676904084,0.9538311326327537,time_bucket=late; side_regime=sell; confidence_bucket=high,53
timestamp_window_search,no_prior,ASH_COATED_OSMIUM,923800,923000,924600,1,medium,0.9519999058130312,0.999999476739062,3,3,0.3132709113073568,0.9370858193261928,time_bucket=late; side_regime=sell; confidence_bucket=high,21
timestamp_window_search,no_prior,INTARIAN_PEPPER_ROOT,561300,560500,562100,1,medium,0.951999878854995,0.9999993269721944,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,54
timestamp_window_search,no_prior,INTARIAN_PEPPER_ROOT,376700,375900,377500,1,medium,0.9519998753636796,0.9999993075759978,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,55
timestamp_window_search,no_prior,INTARIAN_PEPPER_ROOT,466000,465200,466800,1,medium,0.9519998602336506,0.9999992235202808,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,56
timestamp_window_search,no_prior,INTARIAN_PEPPER_ROOT,344000,343200,344800,1,medium,0.9519998349552706,0.999999083084837,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,57
timestamp_window_search,no_prior,ASH_COATED_OSMIUM,802000,801200,802800,1,medium,0.9519996379724606,0.999997988735892,3,3,0.3132709113073568,0.9370858193261928,time_bucket=late; side_regime=buy; confidence_bucket=high,22
timestamp_window_search,drift_search,INTARIAN_PEPPER_ROOT,898100,897300,898900,1,medium,0.951998846213886,0.9999935900771444,3,3,0.3700421676904084,0.9538311326327537,time_bucket=late; side_regime=buy; confidence_bucket=high,63
timestamp_window_search,no_prior,ASH_COATED_OSMIUM,85700,84900,86500,1,medium,0.9519982206685638,0.9999901148253542,3,3,0.3132709113073568,0.9370858193261928,time_bucket=early; side_regime=buy; confidence_bucket=high,23
timestamp_window_search,drift_search,ASH_COATED_OSMIUM,85700,84900,86500,1,medium,0.9519982206685638,0.9999901148253542,3,3,0.3132709113073568,0.9370858193261928,time_bucket=early; side_regime=buy; confidence_bucket=high,27
timestamp_window_search,no_prior,ASH_COATED_OSMIUM,32800,32000,33600,1,medium,0.9519980319302548,0.9999890662791924,3,3,0.3132709113073568,0.9370858193261928,time_bucket=early; side_regime=sell; confidence_bucket=high,24
timestamp_window_search,drift_search,ASH_COATED_OSMIUM,32800,32000,33600,1,medium,0.9519980319302548,0.9999890662791924,3,3,0.3132709113073568,0.9370858193261928,time_bucket=early; side_regime=sell; confidence_bucket=high,26
timestamp_window_search,no_prior,ASH_COATED_OSMIUM,552900,552100,553700,1,medium,0.9519970328141446,0.9999835156341368,3,3,0.3132709113073568,0.9370858193261928,time_bucket=mid; side_regime=sell; confidence_bucket=high,25
timestamp_window_search,drift_search,INTARIAN_PEPPER_ROOT,796600,795800,797400,1,medium,0.951989352565964,0.999940847588689,3,3,0.3700421676904084,0.9538311326327537,time_bucket=late; side_regime=sell; confidence_bucket=high,62
timestamp_window_search,drift_search,INTARIAN_PEPPER_ROOT,825700,824900,826500,1,medium,0.9519848805474742,0.9999160030415232,3,3,0.3700421676904084,0.9538311326327537,time_bucket=late; side_regime=sell; confidence_bucket=high,58
timestamp_window_search,drift_search,INTARIAN_PEPPER_ROOT,84800,84000,85600,1,medium,0.9519807155660306,0.9998928642557252,3,3,0.3700421676904084,0.9538311326327537,time_bucket=early; side_regime=sell; confidence_bucket=high,61
timestamp_window_search,drift_search,INTARIAN_PEPPER_ROOT,453800,453000,454600,1,medium,0.951979124721687,0.999884026231594,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,60
timestamp_window_search,drift_search,INTARIAN_PEPPER_ROOT,766000,765200,766800,1,medium,0.9519748185374564,0.999860102985869,3,3,0.3700421676904084,0.9538311326327537,time_bucket=late; side_regime=sell; confidence_bucket=high,59
timestamp_window_search,drift_search,ASH_COATED_OSMIUM,689500,688700,690300,1,medium,0.9519349905673536,0.9996388364852984,3,3,0.3132709113073568,0.9370858193261928,time_bucket=late; side_regime=buy; confidence_bucket=high,31
timestamp_window_search,drift_search,ASH_COATED_OSMIUM,83700,82900,84500,1,medium,0.9518989689140432,0.9994387161891294,3,3,0.3132709113073568,0.9370858193261928,time_bucket=early; side_regime=buy; confidence_bucket=high,30
timestamp_window_search,drift_search,ASH_COATED_OSMIUM,85900,85100,86700,1,medium,0.9518962367255216,0.9994235373640082,3,3,0.3132709113073568,0.9370858193261928,time_bucket=early; side_regime=sell; confidence_bucket=high,29
regime_rule_search,no_prior,INTARIAN_PEPPER_ROOT,-1,-1,-1,1,medium,0.7499838885849696,0.9999641968554878,3,6,0.3700421676904084,0.9538311326327537,time_bucket=early; side_regime=mixed; confidence_bucket=high; timestamps=1,86
regime_rule_search,no_prior,INTARIAN_PEPPER_ROOT,-1,-1,-1,1,medium,0.7032194170116859,0.8779272068858718,3,3,0.3700421676904084,0.9538311326327537,time_bucket=early; side_regime=buy; confidence_bucket=high; timestamps=46,87
regime_rule_search,no_prior,INTARIAN_PEPPER_ROOT,-1,-1,-1,1,medium,0.6683099305622686,0.9240220679161524,3,3,0.3700421676904084,0.9538311326327537,time_bucket=early; side_regime=buy; confidence_bucket=medium; timestamps=6,88
regime_rule_search,drift_search,INTARIAN_PEPPER_ROOT,-1,-1,-1,1,medium,0.6367369944430116,0.6640360052528972,2,2,0.3700421676904084,0.9538311326327537,time_bucket=late; side_regime=sell; confidence_bucket=high; timestamps=101,89
regime_rule_search,no_prior,ASH_COATED_OSMIUM,-1,-1,-1,1,medium,0.6351662457881699,0.7448138795292665,3,5,0.3132709113073568,0.9370858193261928,time_bucket=mid; side_regime=mixed; confidence_bucket=high; timestamps=1,72
regime_rule_search,no_prior,ASH_COATED_OSMIUM,-1,-1,-1,1,medium,0.6004125770185783,0.7259867353027535,2,2,0.3132709113073568,0.9370858193261928,time_bucket=early; side_regime=sell; confidence_bucket=high; timestamps=87,73
regime_rule_search,drift_search,INTARIAN_PEPPER_ROOT,-1,-1,-1,1,medium,0.5988878101612282,0.6439823677341712,2,2,0.3700421676904084,0.9538311326327537,time_bucket=late; side_regime=buy; confidence_bucket=high; timestamps=94,91
regime_rule_search,p3_seeded,INTARIAN_PEPPER_ROOT,-1,-1,-1,1,medium,0.5972590804042553,0.6372080366371767,2,2,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=sell; confidence_bucket=high; timestamps=97,85
regime_rule_search,drift_search,INTARIAN_PEPPER_ROOT,-1,-1,-1,1,medium,0.5972590804042553,0.6372080366371767,2,2,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=sell; confidence_bucket=high; timestamps=97,90
regime_rule_search,no_prior,ASH_COATED_OSMIUM,-1,-1,-1,1,medium,0.5969077138171675,0.7225087962610703,2,2,0.3132709113073568,0.9370858193261928,time_bucket=early; side_regime=buy; confidence_bucket=high; timestamps=86,74
regime_rule_search,drift_search,ASH_COATED_OSMIUM,-1,-1,-1,1,medium,0.5457408909858253,0.5498194296329303,1,1,0.3132709113073568,0.9370858193261928,time_bucket=late; side_regime=buy; confidence_bucket=high; timestamps=149,75
regime_rule_search,drift_search,ASH_COATED_OSMIUM,-1,-1,-1,1,medium,0.5149702583002811,0.5333524322418447,1,1,0.3132709113073568,0.9370858193261928,time_bucket=late; side_regime=sell; confidence_bucket=high; timestamps=141,76
regime_rule_search,drift_search,ASH_COATED_OSMIUM,-1,-1,-1,-1,medium,0.1063378378378378,0.18,1,1,0.3132709113073568,0.9370858193261928,time_bucket=late; side_regime=mixed; confidence_bucket=low; timestamps=16,77
