experiment_type,lane,symbol,timestamp,window_left,window_right,dominant_archetype,priority,score_primary,score_secondary,days_present,event_count,drift_score_mean_z,drift_score_max_z,notes,job_id,parent_job_id,search_profile,feature_profile,threshold_profile,max_depth
timestamp_window_search,p3_seeded,ASH_COATED_OSMIUM,15100,15100,16700,1,high,0.9921499531475424,0.9563886285974584,3,6,0.3132709113073568,0.9370858193261928,time_bucket=early; side_regime=buy; confidence_bucket=high,10,0,ts_right_d3,flow,sparse,3
timestamp_window_search,p3_seeded,ASH_COATED_OSMIUM,15100,13500,16700,1,high,0.9921499531475424,0.9563886285974584,3,6,0.3132709113073568,0.9370858193261928,time_bucket=early; side_regime=buy; confidence_bucket=high,8,0,ts_wide_d4,full,medium,4
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,775500,774700,776300,1,high,0.9519999763027914,0.999999868348841,3,3,0.3700421676904084,0.9538311326327537,time_bucket=late; side_regime=sell; confidence_bucket=high,12,33,ts_core_d3,core,sparse,3
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,775500,774300,776700,1,high,0.9519999763027914,0.999999868348841,3,3,0.3700421676904084,0.9538311326327537,time_bucket=late; side_regime=sell; confidence_bucket=high,17,33,ts_dense_d4,structure,dense,4
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,775500,774700,776300,1,high,0.9519999763027914,0.999999868348841,3,3,0.3700421676904084,0.9538311326327537,time_bucket=late; side_regime=sell; confidence_bucket=high,13,33,ts_full_d4,full,medium,4
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,775500,773900,775500,1,high,0.9519999763027914,0.999999868348841,3,3,0.3700421676904084,0.9538311326327537,time_bucket=late; side_regime=sell; confidence_bucket=high,15,33,ts_left_d3,flow,sparse,3
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,775500,775500,777100,1,high,0.9519999763027914,0.999999868348841,3,3,0.3700421676904084,0.9538311326327537,time_bucket=late; side_regime=sell; confidence_bucket=high,16,33,ts_right_d3,flow,sparse,3
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,775500,773900,777100,1,high,0.9519999763027914,0.999999868348841,3,3,0.3700421676904084,0.9538311326327537,time_bucket=late; side_regime=sell; confidence_bucket=high,14,33,ts_wide_d4,full,medium,4
timestamp_window_search,p3_seeded,ASH_COATED_OSMIUM,923800,923000,924600,1,high,0.9519999058130312,0.999999476739062,3,3,0.3132709113073568,0.9370858193261928,time_bucket=late; side_regime=sell; confidence_bucket=high,18,1,ts_core_d3,core,sparse,3
timestamp_window_search,p3_seeded,ASH_COATED_OSMIUM,923800,922600,925000,1,high,0.9519999058130312,0.999999476739062,3,3,0.3132709113073568,0.9370858193261928,time_bucket=late; side_regime=sell; confidence_bucket=high,23,1,ts_dense_d4,structure,dense,4
timestamp_window_search,p3_seeded,ASH_COATED_OSMIUM,923800,923000,924600,1,high,0.9519999058130312,0.999999476739062,3,3,0.3132709113073568,0.9370858193261928,time_bucket=late; side_regime=sell; confidence_bucket=high,19,1,ts_full_d4,full,medium,4
timestamp_window_search,p3_seeded,ASH_COATED_OSMIUM,923800,922200,923800,1,high,0.9519999058130312,0.999999476739062,3,3,0.3132709113073568,0.9370858193261928,time_bucket=late; side_regime=sell; confidence_bucket=high,21,1,ts_left_d3,flow,sparse,3
timestamp_window_search,p3_seeded,ASH_COATED_OSMIUM,923800,923800,925400,1,high,0.9519999058130312,0.999999476739062,3,3,0.3132709113073568,0.9370858193261928,time_bucket=late; side_regime=sell; confidence_bucket=high,22,1,ts_right_d3,flow,sparse,3
timestamp_window_search,p3_seeded,ASH_COATED_OSMIUM,923800,922200,925400,1,high,0.9519999058130312,0.999999476739062,3,3,0.3132709113073568,0.9370858193261928,time_bucket=late; side_regime=sell; confidence_bucket=high,20,1,ts_wide_d4,full,medium,4
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,561300,560500,562100,1,high,0.951999878854995,0.9999993269721944,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,24,34,ts_core_d3,core,sparse,3
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,561300,560100,562500,1,high,0.951999878854995,0.9999993269721944,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,29,34,ts_dense_d4,structure,dense,4
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,561300,560500,562100,1,high,0.951999878854995,0.9999993269721944,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,25,34,ts_full_d4,full,medium,4
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,561300,559700,561300,1,high,0.951999878854995,0.9999993269721944,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,27,34,ts_left_d3,flow,sparse,3
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,561300,561300,562900,1,high,0.951999878854995,0.9999993269721944,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,28,34,ts_right_d3,flow,sparse,3
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,561300,559700,562900,1,high,0.951999878854995,0.9999993269721944,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,26,34,ts_wide_d4,full,medium,4
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,376700,375900,377500,1,high,0.9519998753636796,0.9999993075759978,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,30,35,ts_core_d3,core,sparse,3
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,376700,375500,377900,1,high,0.9519998753636796,0.9999993075759978,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,35,35,ts_dense_d4,structure,dense,4
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,376700,375900,377500,1,high,0.9519998753636796,0.9999993075759978,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,31,35,ts_full_d4,full,medium,4
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,376700,375100,376700,1,high,0.9519998753636796,0.9999993075759978,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,33,35,ts_left_d3,flow,sparse,3
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,376700,376700,378300,1,high,0.9519998753636796,0.9999993075759978,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,34,35,ts_right_d3,flow,sparse,3
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,376700,375100,378300,1,high,0.9519998753636796,0.9999993075759978,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,32,35,ts_wide_d4,full,medium,4
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,466000,465200,466800,1,high,0.9519998602336506,0.9999992235202808,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,36,36,ts_core_d3,core,sparse,3
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,466000,464800,467200,1,high,0.9519998602336506,0.9999992235202808,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,41,36,ts_dense_d4,structure,dense,4
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,466000,465200,466800,1,high,0.9519998602336506,0.9999992235202808,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,37,36,ts_full_d4,full,medium,4
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,466000,464400,466000,1,high,0.9519998602336506,0.9999992235202808,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,39,36,ts_left_d3,flow,sparse,3
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,466000,466000,467600,1,high,0.9519998602336506,0.9999992235202808,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,40,36,ts_right_d3,flow,sparse,3
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,466000,464400,467600,1,high,0.9519998602336506,0.9999992235202808,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,38,36,ts_wide_d4,full,medium,4
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,344000,343200,344800,1,high,0.9519998349552706,0.999999083084837,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,42,37,ts_core_d3,core,sparse,3
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,344000,342800,345200,1,high,0.9519998349552706,0.999999083084837,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,47,37,ts_dense_d4,structure,dense,4
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,344000,343200,344800,1,high,0.9519998349552706,0.999999083084837,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,43,37,ts_full_d4,full,medium,4
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,344000,342400,344000,1,high,0.9519998349552706,0.999999083084837,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,45,37,ts_left_d3,flow,sparse,3
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,344000,344000,345600,1,high,0.9519998349552706,0.999999083084837,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,46,37,ts_right_d3,flow,sparse,3
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,344000,342400,345600,1,high,0.9519998349552706,0.999999083084837,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,44,37,ts_wide_d4,full,medium,4
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,942700,941900,943500,1,high,0.9519998165630936,0.9999989809060748,3,3,0.3700421676904084,0.9538311326327537,time_bucket=late; side_regime=buy; confidence_bucket=high,48,38,ts_core_d3,core,sparse,3
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,942700,941500,943900,1,high,0.9519998165630936,0.9999989809060748,3,3,0.3700421676904084,0.9538311326327537,time_bucket=late; side_regime=buy; confidence_bucket=high,53,38,ts_dense_d4,structure,dense,4
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,942700,941900,943500,1,high,0.9519998165630936,0.9999989809060748,3,3,0.3700421676904084,0.9538311326327537,time_bucket=late; side_regime=buy; confidence_bucket=high,49,38,ts_full_d4,full,medium,4
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,942700,941100,942700,1,high,0.9519998165630936,0.9999989809060748,3,3,0.3700421676904084,0.9538311326327537,time_bucket=late; side_regime=buy; confidence_bucket=high,51,38,ts_left_d3,flow,sparse,3
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,942700,942700,944300,1,high,0.9519998165630936,0.9999989809060748,3,3,0.3700421676904084,0.9538311326327537,time_bucket=late; side_regime=buy; confidence_bucket=high,52,38,ts_right_d3,flow,sparse,3
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,942700,941100,944300,1,high,0.9519998165630936,0.9999989809060748,3,3,0.3700421676904084,0.9538311326327537,time_bucket=late; side_regime=buy; confidence_bucket=high,50,38,ts_wide_d4,full,medium,4
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,977200,976400,978000,1,high,0.9519997954784712,0.9999988637692844,3,3,0.3700421676904084,0.9538311326327537,time_bucket=late; side_regime=buy; confidence_bucket=high,54,39,ts_core_d3,core,sparse,3
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,977200,976000,978400,1,high,0.9519997954784712,0.9999988637692844,3,3,0.3700421676904084,0.9538311326327537,time_bucket=late; side_regime=buy; confidence_bucket=high,59,39,ts_dense_d4,structure,dense,4
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,977200,976400,978000,1,high,0.9519997954784712,0.9999988637692844,3,3,0.3700421676904084,0.9538311326327537,time_bucket=late; side_regime=buy; confidence_bucket=high,55,39,ts_full_d4,full,medium,4
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,977200,975600,977200,1,high,0.9519997954784712,0.9999988637692844,3,3,0.3700421676904084,0.9538311326327537,time_bucket=late; side_regime=buy; confidence_bucket=high,57,39,ts_left_d3,flow,sparse,3
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,977200,977200,978800,1,high,0.9519997954784712,0.9999988637692844,3,3,0.3700421676904084,0.9538311326327537,time_bucket=late; side_regime=buy; confidence_bucket=high,58,39,ts_right_d3,flow,sparse,3
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,977200,975600,978800,1,high,0.9519997954784712,0.9999988637692844,3,3,0.3700421676904084,0.9538311326327537,time_bucket=late; side_regime=buy; confidence_bucket=high,56,39,ts_wide_d4,full,medium,4
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,927200,926400,928000,1,high,0.951999768575552,0.9999987143086214,3,3,0.3700421676904084,0.9538311326327537,time_bucket=late; side_regime=sell; confidence_bucket=high,60,40,ts_core_d3,core,sparse,3
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,927200,926000,928400,1,high,0.951999768575552,0.9999987143086214,3,3,0.3700421676904084,0.9538311326327537,time_bucket=late; side_regime=sell; confidence_bucket=high,65,40,ts_dense_d4,structure,dense,4
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,927200,926400,928000,1,high,0.951999768575552,0.9999987143086214,3,3,0.3700421676904084,0.9538311326327537,time_bucket=late; side_regime=sell; confidence_bucket=high,61,40,ts_full_d4,full,medium,4
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,927200,925600,927200,1,high,0.951999768575552,0.9999987143086214,3,3,0.3700421676904084,0.9538311326327537,time_bucket=late; side_regime=sell; confidence_bucket=high,63,40,ts_left_d3,flow,sparse,3
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,927200,927200,928800,1,high,0.951999768575552,0.9999987143086214,3,3,0.3700421676904084,0.9538311326327537,time_bucket=late; side_regime=sell; confidence_bucket=high,64,40,ts_right_d3,flow,sparse,3
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,927200,925600,928800,1,high,0.951999768575552,0.9999987143086214,3,3,0.3700421676904084,0.9538311326327537,time_bucket=late; side_regime=sell; confidence_bucket=high,62,40,ts_wide_d4,full,medium,4
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,566100,565300,566900,1,high,0.951999759807593,0.9999986655977388,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,66,41,ts_core_d3,core,sparse,3
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,566100,564900,567300,1,high,0.951999759807593,0.9999986655977388,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,71,41,ts_dense_d4,structure,dense,4
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,566100,565300,566900,1,high,0.951999759807593,0.9999986655977388,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,67,41,ts_full_d4,full,medium,4
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,566100,564500,566100,1,high,0.951999759807593,0.9999986655977388,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,69,41,ts_left_d3,flow,sparse,3
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,566100,566100,567700,1,high,0.951999759807593,0.9999986655977388,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,70,41,ts_right_d3,flow,sparse,3
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,566100,564500,567700,1,high,0.951999759807593,0.9999986655977388,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,68,41,ts_wide_d4,full,medium,4
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,64300,63500,65100,1,high,0.951999716077732,0.9999984226540674,3,3,0.3700421676904084,0.9538311326327537,time_bucket=early; side_regime=buy; confidence_bucket=high,72,42,ts_core_d3,core,sparse,3
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,64300,63100,65500,1,high,0.951999716077732,0.9999984226540674,3,3,0.3700421676904084,0.9538311326327537,time_bucket=early; side_regime=buy; confidence_bucket=high,77,42,ts_dense_d4,structure,dense,4
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,64300,63500,65100,1,high,0.951999716077732,0.9999984226540674,3,3,0.3700421676904084,0.9538311326327537,time_bucket=early; side_regime=buy; confidence_bucket=high,73,42,ts_full_d4,full,medium,4
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,64300,62700,64300,1,high,0.951999716077732,0.9999984226540674,3,3,0.3700421676904084,0.9538311326327537,time_bucket=early; side_regime=buy; confidence_bucket=high,75,42,ts_left_d3,flow,sparse,3
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,64300,64300,65900,1,high,0.951999716077732,0.9999984226540674,3,3,0.3700421676904084,0.9538311326327537,time_bucket=early; side_regime=buy; confidence_bucket=high,76,42,ts_right_d3,flow,sparse,3
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,64300,62700,65900,1,high,0.951999716077732,0.9999984226540674,3,3,0.3700421676904084,0.9538311326327537,time_bucket=early; side_regime=buy; confidence_bucket=high,74,42,ts_wide_d4,full,medium,4
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,372300,371500,373100,1,high,0.9519996908587436,0.9999982825485764,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,78,43,ts_core_d3,core,sparse,3
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,372300,371100,373500,1,high,0.9519996908587436,0.9999982825485764,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,83,43,ts_dense_d4,structure,dense,4
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,372300,371500,373100,1,high,0.9519996908587436,0.9999982825485764,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,79,43,ts_full_d4,full,medium,4
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,372300,370700,372300,1,high,0.9519996908587436,0.9999982825485764,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,81,43,ts_left_d3,flow,sparse,3
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,372300,372300,373900,1,high,0.9519996908587436,0.9999982825485764,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,82,43,ts_right_d3,flow,sparse,3
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,372300,370700,373900,1,high,0.9519996908587436,0.9999982825485764,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,80,43,ts_wide_d4,full,medium,4
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,564900,564100,565700,1,high,0.9519996642707484,0.9999981348374908,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,84,44,ts_core_d3,core,sparse,3
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,564900,563700,566100,1,high,0.9519996642707484,0.9999981348374908,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,89,44,ts_dense_d4,structure,dense,4
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,564900,564100,565700,1,high,0.9519996642707484,0.9999981348374908,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,85,44,ts_full_d4,full,medium,4
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,564900,563300,564900,1,high,0.9519996642707484,0.9999981348374908,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,87,44,ts_left_d3,flow,sparse,3
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,564900,564900,566500,1,high,0.9519996642707484,0.9999981348374908,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,88,44,ts_right_d3,flow,sparse,3
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,564900,563300,566500,1,high,0.9519996642707484,0.9999981348374908,3,3,0.3700421676904084,0.9538311326327537,time_bucket=mid; side_regime=buy; confidence_bucket=high,86,44,ts_wide_d4,full,medium,4
timestamp_window_search,p3_seeded,ASH_COATED_OSMIUM,802000,801200,802800,1,high,0.9519996379724606,0.999997988735892,3,3,0.3132709113073568,0.9370858193261928,time_bucket=late; side_regime=buy; confidence_bucket=high,90,2,ts_core_d3,core,sparse,3
timestamp_window_search,p3_seeded,ASH_COATED_OSMIUM,802000,800800,803200,1,high,0.9519996379724606,0.999997988735892,3,3,0.3132709113073568,0.9370858193261928,time_bucket=late; side_regime=buy; confidence_bucket=high,95,2,ts_dense_d4,structure,dense,4
timestamp_window_search,p3_seeded,ASH_COATED_OSMIUM,802000,801200,802800,1,high,0.9519996379724606,0.999997988735892,3,3,0.3132709113073568,0.9370858193261928,time_bucket=late; side_regime=buy; confidence_bucket=high,91,2,ts_full_d4,full,medium,4
timestamp_window_search,p3_seeded,ASH_COATED_OSMIUM,802000,800400,802000,1,high,0.9519996379724606,0.999997988735892,3,3,0.3132709113073568,0.9370858193261928,time_bucket=late; side_regime=buy; confidence_bucket=high,93,2,ts_left_d3,flow,sparse,3
timestamp_window_search,p3_seeded,ASH_COATED_OSMIUM,802000,802000,803600,1,high,0.9519996379724606,0.999997988735892,3,3,0.3132709113073568,0.9370858193261928,time_bucket=late; side_regime=buy; confidence_bucket=high,94,2,ts_right_d3,flow,sparse,3
timestamp_window_search,p3_seeded,ASH_COATED_OSMIUM,802000,800400,803600,1,high,0.9519996379724606,0.999997988735892,3,3,0.3132709113073568,0.9370858193261928,time_bucket=late; side_regime=buy; confidence_bucket=high,92,2,ts_wide_d4,full,medium,4
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,194900,194100,195700,1,high,0.9519995975393292,0.9999977641073848,3,3,0.3700421676904084,0.9538311326327537,time_bucket=early; side_regime=buy; confidence_bucket=high,96,45,ts_core_d3,core,sparse,3
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,194900,193700,196100,1,high,0.9519995975393292,0.9999977641073848,3,3,0.3700421676904084,0.9538311326327537,time_bucket=early; side_regime=buy; confidence_bucket=high,101,45,ts_dense_d4,structure,dense,4
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,194900,194100,195700,1,high,0.9519995975393292,0.9999977641073848,3,3,0.3700421676904084,0.9538311326327537,time_bucket=early; side_regime=buy; confidence_bucket=high,97,45,ts_full_d4,full,medium,4
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,194900,193300,194900,1,high,0.9519995975393292,0.9999977641073848,3,3,0.3700421676904084,0.9538311326327537,time_bucket=early; side_regime=buy; confidence_bucket=high,99,45,ts_left_d3,flow,sparse,3
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,194900,194900,196500,1,high,0.9519995975393292,0.9999977641073848,3,3,0.3700421676904084,0.9538311326327537,time_bucket=early; side_regime=buy; confidence_bucket=high,100,45,ts_right_d3,flow,sparse,3
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,194900,193300,196500,1,high,0.9519995975393292,0.9999977641073848,3,3,0.3700421676904084,0.9538311326327537,time_bucket=early; side_regime=buy; confidence_bucket=high,98,45,ts_wide_d4,full,medium,4
timestamp_window_search,p3_seeded,INTARIAN_PEPPER_ROOT,71500,70700,72300,1,high,0.9519995789829292,0.9999976610162742,3,3,0.3700421676904084,0.9538311326327537,time_bucket=early; side_regime=buy; confidence_bucket=high,102,46,ts_core_d3,core,sparse,3
